,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Cluster
60086,1,4,2,4,4,2,1,2,4,4,1,4,1,2,1,2,3,3,5,2,1
60087,5,5,1,2,5,1,1,5,1,1,1,5,5,1,5,1,5,3,5,5,1
60088,1,3,4,2,4,3,2,1,5,3,2,2,1,1,3,2,4,2,4,1,1
60089,5,5,1,2,5,2,1,5,2,5,1,5,3,1,5,1,1,1,5,5,0
60090,3,2,2,1,5,5,1,1,5,5,1,4,2,1,2,1,1,3,4,4,1
60091,1,1,5,1,5,5,3,1,5,5,1,5,4,1,1,2,1,2,5,1,1
60092,5,4,5,5,4,5,3,1,5,5,5,3,1,4,5,3,3,5,4,5,1
60093,1,5,5,4,4,1,1,5,4,3,2,4,2,1,2,1,5,4,5,4,1
60094,5,5,2,1,5,1,1,4,4,2,1,5,1,4,1,1,4,5,5,2,1
60095,1,3,1,4,5,1,1,1,5,4,1,2,1,4,3,1,5,2,5,1,1
60096,4,1,2,2,2,5,2,3,2,3,1,5,5,1,4,1,2,4,5,1,1
60097,1,1,5,5,1,5,2,1,5,5,1,1,1,5,1,2,1,1,5,1,1
60098,5,4,2,4,4,1,1,4,4,2,1,4,2,2,4,2,1,4,5,4,0
60099,3,3,3,2,3,4,4,5,4,4,2,5,4,2,3,1,2,3,5,2,1
60100,4,5,2,1,4,2,1,3,2,3,2,5,4,1,4,1,2,4,5,2,0
60101,5,5,1,1,5,1,1,5,2,1,1,5,5,2,4,5,3,5,5,4,0
60102,4,4,5,1,4,4,1,4,5,2,2,5,4,4,4,2,2,5,4,1,1
60103,4,4,1,4,5,1,1,1,1,2,2,4,5,2,5,3,1,2,5,1,1
60104,1,1,5,3,2,4,4,1,5,5,3,1,1,3,1,2,2,4,2,1,1
60105,5,4,2,3,5,2,2,4,4,4,1,3,4,1,5,2,1,4,5,2,1
60106,4,2,2,2,4,4,2,4,4,2,1,3,3,1,1,1,4,3,5,1,1
60107,3,4,3,2,5,3,2,3,3,2,2,4,4,2,3,2,1,4,4,4,1
60108,5,4,2,1,5,1,1,5,2,2,3,4,5,1,4,5,2,3,5,1,0
60109,1,1,4,5,1,4,4,1,5,5,1,5,4,3,1,1,1,2,3,1,1
60110,5,4,4,2,5,2,2,3,4,3,2,4,5,4,1,1,2,3,5,1,1
60111,5,2,5,5,5,5,5,5,5,3,5,1,5,5,3,4,3,5,5,5,1
60112,5,5,2,2,5,1,1,4,2,1,1,5,4,1,5,5,1,4,5,2,0
60113,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,5,1,1
60114,5,4,5,2,3,5,5,5,5,5,4,4,3,3,5,5,5,4,5,3,1
60115,4,4,5,2,3,5,5,5,5,5,3,4,2,5,2,5,4,1,5,4,1
60116,5,5,5,5,3,5,4,5,5,5,4,1,3,3,2,5,3,3,4,1,1
60117,4,3,5,4,5,2,5,2,5,5,4,4,4,4,2,2,1,3,5,4,1
60118,5,5,1,2,5,2,1,4,1,1,1,5,5,3,4,3,1,4,5,3,0
60119,4,5,4,1,5,1,1,5,1,1,2,5,5,2,4,2,2,4,5,3,0
60120,4,4,1,4,3,1,2,4,4,2,2,5,4,1,2,4,4,5,5,2,1
60121,4,5,1,2,4,2,1,4,1,1,1,4,5,1,5,1,2,4,5,3,0
60122,5,4,3,1,4,2,1,4,3,2,2,5,3,2,2,3,3,4,5,5,1
60123,5,5,1,1,5,1,1,5,2,2,1,5,5,1,5,1,1,5,3,5,0
60124,1,2,5,5,4,5,5,1,5,5,3,2,1,4,2,5,5,2,5,1,1
60125,1,1,5,4,4,5,5,4,5,5,5,2,1,4,4,5,2,3,1,1,1
60126,1,3,3,5,3,4,2,2,2,2,5,1,5,5,2,4,4,4,1,1,1
60127,4,3,3,3,5,2,4,4,4,4,1,4,4,1,3,1,2,4,5,3,1
60128,2,5,5,4,3,5,5,2,5,5,4,1,4,4,4,5,2,1,1,3,1
60129,2,4,5,3,4,4,3,2,5,4,3,3,1,2,1,2,4,2,5,1,1
60130,3,3,5,5,1,5,2,5,3,5,1,2,1,2,3,2,3,1,5,1,1
60131,5,5,1,5,4,2,1,4,2,1,1,5,4,5,4,4,1,4,5,4,0
60132,4,5,1,1,5,5,2,4,4,4,1,5,5,1,5,1,1,4,5,5,0
60133,5,5,2,1,5,2,2,4,2,2,1,4,5,2,4,1,3,5,5,4,0
60134,1,4,5,5,5,4,5,1,5,5,5,1,2,5,1,4,3,5,1,1,1
60135,5,4,4,3,3,4,2,5,5,4,1,4,1,2,5,2,1,5,1,4,1
60136,3,1,4,4,4,2,1,1,5,2,2,4,1,4,3,2,1,5,5,1,1
60137,4,2,2,5,5,4,3,5,2,5,1,2,1,2,5,1,1,4,1,5,1
60138,5,5,2,1,5,1,1,5,4,1,1,5,4,1,4,1,4,5,2,5,1
