,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A
5101,2,2,4,3,4,4,2,1,5,2,2,1,1,2,4,2,4,4,5,3
5102,4,1,4,4,2,1,1,2,5,2,2,4,1,4,1,5,2,4,5,1
5103,2,4,5,3,1,2,2,1,5,5,2,3,3,2,3,2,3,3,5,2
5104,2,2,5,4,2,5,2,4,5,4,1,4,4,1,4,2,1,4,1,4
5105,1,1,4,2,5,4,4,3,4,5,2,1,4,4,1,2,3,1,5,1
5106,4,3,1,2,5,2,1,3,4,4,1,5,3,2,3,1,3,5,5,1
5107,4,4,3,3,5,3,1,5,3,2,2,3,1,4,5,2,3,4,2,3
5108,5,1,1,1,5,1,5,5,2,2,1,5,5,1,4,2,1,5,5,5
5109,4,4,4,2,4,2,2,2,5,3,2,5,1,1,5,2,1,4,5,2
5110,5,5,2,2,5,4,5,4,4,1,3,5,5,4,4,1,1,5,5,2
5111,1,1,5,3,3,5,5,4,5,5,1,1,2,2,1,5,3,1,5,4
5112,2,3,3,4,3,4,3,2,5,5,3,2,5,2,2,5,4,4,4,2
5113,5,2,5,3,4,5,5,2,5,5,4,2,2,5,2,4,1,5,5,2
5114,4,1,4,5,1,1,2,2,5,5,2,1,2,2,1,2,1,4,4,1
5115,1,5,4,4,3,5,3,1,5,5,2,2,1,4,1,2,3,2,1,1
5116,2,5,2,2,4,2,1,4,3,2,1,4,4,2,4,3,3,4,4,4
5117,5,5,2,2,4,1,2,5,4,1,1,5,5,1,4,1,3,4,4,3
5118,5,2,3,4,4,4,4,4,4,4,1,5,2,1,1,5,3,5,5,5
5119,5,5,1,5,5,1,1,4,5,1,5,5,1,1,5,5,1,5,5,5
5120,1,1,1,2,2,2,2,1,5,1,1,4,2,2,1,4,2,4,3,1
5121,5,5,2,3,5,5,1,5,4,2,1,4,5,2,4,4,1,2,5,5
5122,4,4,5,1,4,4,4,2,5,4,1,5,4,2,2,1,3,5,4,2
5123,3,4,2,2,4,4,1,4,3,3,2,3,4,2,4,1,1,4,5,1
5124,3,4,3,3,3,4,2,3,5,4,4,5,4,3,2,3,3,5,3,3
5125,4,3,4,3,5,3,2,5,5,5,1,4,3,1,4,1,2,3,5,3
5126,1,1,5,2,1,5,5,1,5,5,5,4,1,1,4,5,3,1,3,1
5127,5,4,2,1,5,5,2,4,4,4,1,5,4,1,5,1,3,2,4,5
5128,1,1,1,5,4,5,5,1,5,5,1,1,1,5,1,5,1,1,5,1
5129,4,5,1,1,4,1,1,4,1,1,1,5,4,3,4,1,1,5,5,5
5130,1,5,1,4,5,1,1,5,5,4,1,1,1,1,1,1,1,1,5,1
5131,5,1,5,2,5,1,5,5,2,4,1,5,5,1,5,2,1,5,5,5
5132,3,4,3,3,5,4,4,4,3,4,1,5,5,2,3,5,1,5,5,2
5133,2,3,4,5,2,5,3,2,5,5,4,1,3,3,4,5,2,4,5,1
5134,3,5,2,1,4,2,1,3,4,5,3,2,4,1,3,4,1,5,5,2
5135,2,2,5,4,3,3,3,4,4,4,2,5,2,2,2,4,3,4,4,1
5136,1,1,4,4,1,4,2,1,5,5,2,1,1,3,4,4,1,2,4,1
5137,4,4,1,2,4,1,1,2,3,2,1,5,5,1,4,1,1,4,5,4
5138,4,5,5,2,4,2,5,5,3,1,1,4,1,2,4,1,1,5,5,1
5139,5,5,1,4,4,1,1,3,5,2,1,5,4,1,4,1,1,5,5,5
5140,5,2,2,1,4,1,5,5,3,2,1,4,2,3,5,1,1,5,5,4
5141,3,4,2,3,4,4,2,4,2,4,2,5,4,2,3,2,2,4,5,4
5142,2,3,2,3,4,4,2,3,5,4,1,4,4,3,5,1,3,2,2,3
5143,3,3,4,3,3,4,3,2,4,3,2,4,2,4,3,4,3,3,5,3
5144,1,2,5,1,4,5,5,2,4,2,1,4,1,1,3,4,5,2,3,4
5145,4,5,1,5,5,1,1,1,5,4,2,4,1,1,5,1,1,2,5,1
5146,4,5,2,4,5,1,1,5,5,3,1,5,2,1,5,4,4,5,5,4
5147,3,4,5,3,3,1,3,3,5,1,1,5,1,3,4,1,2,1,5,3
5148,1,1,2,3,2,5,2,3,5,4,3,4,1,1,2,3,2,2,5,1
5149,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
5150,3,3,5,5,5,5,4,2,5,5,4,4,3,5,2,5,3,4,4,4
5151,5,5,1,1,5,1,1,5,1,1,1,5,5,2,5,1,1,5,5,2
5152,1,2,4,4,1,5,2,2,4,4,1,2,1,2,2,4,3,4,2,1
5153,3,3,5,3,3,3,2,1,5,2,3,4,1,3,1,1,3,3,5,1
5154,4,4,2,5,4,2,2,1,5,2,2,5,2,1,5,3,1,4,5,1
5155,4,3,1,1,5,2,2,5,2,2,1,5,5,1,4,3,1,5,5,5
5156,4,3,2,3,1,3,1,5,3,2,2,5,2,1,4,1,4,4,5,1
5157,2,4,5,5,2,2,2,1,5,5,1,4,2,2,4,5,2,2,5,1
5158,4,5,1,1,1,1,1,4,1,1,1,5,5,1,5,1,5,5,5,5
5159,2,5,4,5,1,1,1,2,4,4,1,5,4,1,4,4,5,5,1,1
5160,5,4,4,4,4,2,1,5,2,2,1,5,5,5,2,4,1,4,1,1
5161,4,5,1,3,4,2,1,4,1,3,2,2,3,2,4,3,2,5,5,5
5162,3,4,4,4,5,1,2,1,4,2,3,4,4,2,3,1,1,5,5,1
5163,4,1,5,5,1,4,2,1,5,3,1,1,2,3,1,4,4,3,5,1
5164,1,1,4,4,3,5,4,4,5,5,2,1,2,3,4,4,3,2,4,3
5165,3,4,2,1,5,1,1,5,4,2,1,2,3,1,4,1,1,2,5,4
5166,5,5,3,4,4,1,1,5,4,4,1,5,5,1,5,1,3,5,5,3
5167,1,1,4,5,2,5,4,1,5,5,4,1,1,4,3,5,5,1,4,1
5168,4,5,1,2,4,1,1,3,3,2,1,5,4,2,5,1,1,4,3,3
5169,3,4,3,2,4,2,2,4,4,3,3,4,4,2,4,2,2,4,5,3
5170,4,1,5,1,5,5,4,3,5,3,2,4,1,1,4,1,3,5,2,1
5171,4,5,2,2,3,2,1,2,3,3,2,4,4,1,3,1,1,4,5,4
5172,4,5,3,4,2,2,2,5,3,1,1,4,2,2,5,3,2,4,5,4
5173,2,4,2,4,2,2,2,2,4,3,3,2,2,2,4,2,1,4,4,1
5174,4,3,4,5,2,2,2,5,5,2,1,5,1,1,4,2,1,5,5,1
5175,1,1,5,3,1,4,2,1,5,5,1,1,1,3,1,4,1,1,5,1
5176,5,4,1,3,5,1,1,3,3,1,1,4,5,2,3,2,2,5,5,1
5177,5,4,4,1,4,3,4,2,5,5,2,5,2,1,2,1,3,1,5,1
5178,1,4,1,3,4,1,4,1,5,3,2,4,5,1,1,1,1,5,5,3
5179,2,2,2,2,4,2,1,4,2,2,1,5,1,2,4,1,3,4,3,1
5180,4,5,1,3,4,1,1,5,2,1,2,5,2,1,5,1,2,4,5,4
5181,5,4,1,2,5,1,1,5,3,1,2,1,1,1,4,1,3,4,5,1
5182,3,5,5,1,4,3,2,2,4,3,1,4,4,1,5,1,3,5,5,2
5183,2,2,4,5,2,4,4,1,5,5,2,1,1,2,1,4,3,3,4,1
5184,4,5,2,3,3,2,1,2,2,3,5,3,2,2,5,3,3,3,5,2
5185,4,4,3,2,5,1,1,4,3,2,4,5,4,1,1,1,4,4,5,3
5186,1,1,5,5,5,5,5,1,5,5,1,1,1,5,5,1,5,5,1,1
5187,2,2,5,4,3,4,4,1,5,5,2,3,1,2,5,5,5,5,5,1
5188,1,4,2,2,2,2,4,2,3,4,1,4,3,5,4,4,2,4,5,1
5189,5,5,2,1,5,1,1,4,2,2,1,5,5,1,5,1,1,5,5,5
5190,2,3,3,2,4,4,3,2,4,5,1,3,1,1,4,4,2,3,4,2
5191,1,1,5,5,1,3,1,3,5,5,1,1,1,1,1,1,3,3,5,1
5192,1,3,5,3,5,4,5,3,4,4,3,4,3,3,2,3,2,4,5,3
5193,4,2,4,4,3,5,1,4,5,4,2,4,4,1,4,1,4,4,5,1
5194,2,2,4,2,4,2,1,1,5,4,1,4,1,1,1,2,1,2,4,1
5195,5,4,5,3,4,1,1,5,4,1,2,5,4,1,5,1,2,5,4,1
5196,4,4,2,2,4,3,1,4,1,3,1,5,5,3,4,1,2,5,5,1
5197,4,4,1,2,4,3,2,5,2,4,1,3,4,1,5,5,1,4,5,1
5198,4,1,2,2,4,2,3,3,3,2,2,4,4,2,3,2,2,2,4,4
5199,2,4,1,1,2,4,1,5,4,2,1,4,5,1,2,1,1,4,5,2
5200,5,4,1,1,5,1,1,5,2,2,1,2,4,1,5,1,1,5,5,1
5201,5,5,5,2,5,2,2,4,3,5,1,4,4,2,2,3,3,5,5,2
5202,5,1,1,1,4,1,1,4,3,4,2,5,2,1,5,1,2,4,5,3
5203,4,1,5,3,5,1,2,5,5,3,1,5,4,1,5,5,1,5,5,2
5204,5,5,4,1,5,2,1,5,3,4,1,5,5,2,5,3,1,5,4,5
5205,5,2,1,4,3,1,1,4,3,2,1,5,2,1,5,1,1,2,5,4
5206,4,1,4,4,2,4,2,2,5,5,2,4,1,1,1,2,2,3,5,5
5207,5,5,2,3,5,2,1,4,2,4,1,5,4,1,5,1,5,5,5,5
5208,5,1,5,5,1,5,5,1,5,5,5,4,1,5,1,5,1,1,5,1
5209,4,2,5,1,4,5,5,1,5,4,1,4,1,2,4,5,1,2,4,1
5210,1,4,3,2,4,2,2,1,5,1,1,4,1,2,1,1,2,4,5,1
5211,5,4,1,4,5,1,1,2,3,2,1,5,2,2,4,3,2,3,5,5
5212,1,1,5,5,4,1,1,1,5,1,1,5,1,5,5,5,1,1,5,1
5213,2,5,3,4,4,2,2,1,5,4,1,2,1,1,4,1,2,4,2,1
5214,2,4,2,5,1,4,2,2,5,3,1,4,4,2,3,1,3,5,5,1
5215,2,1,4,3,3,2,2,3,4,4,1,5,1,1,2,2,1,3,5,1
5216,5,5,1,3,5,3,3,5,3,1,1,5,5,1,5,1,1,5,5,5
5217,3,4,5,3,4,1,1,4,2,2,1,5,2,2,5,4,3,4,5,2
5218,1,1,5,5,1,5,5,1,5,5,1,1,1,1,5,5,1,1,5,1
5219,5,5,1,1,4,1,1,5,2,1,1,5,5,1,5,1,1,4,2,5
5220,5,4,2,2,5,2,1,4,3,2,1,4,4,1,5,2,5,4,5,1
5221,1,2,4,4,1,2,1,1,5,2,2,2,1,2,2,1,2,2,5,1
5222,3,3,2,4,4,2,2,3,5,3,2,4,4,1,4,4,3,2,5,3
5223,4,5,3,1,5,1,3,4,3,3,1,5,4,1,5,1,5,5,5,5
5224,5,5,1,3,4,1,2,5,4,3,2,5,4,1,4,1,5,5,5,3
5225,4,4,5,5,5,4,1,5,5,3,1,4,1,1,5,4,5,4,4,1
5226,5,1,4,3,5,5,5,2,5,5,2,4,1,5,5,5,5,2,5,1
5227,1,2,5,3,4,5,5,2,5,5,3,3,2,3,1,5,1,3,4,1
5228,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
5229,5,4,1,1,5,2,1,5,1,3,1,5,5,3,3,4,1,5,5,5
5230,3,1,4,2,3,5,5,2,5,5,3,4,1,2,3,4,3,3,5,2
5231,5,5,1,2,5,1,1,4,2,1,1,5,5,1,4,1,1,2,5,3
5232,5,5,3,2,4,1,1,5,4,3,1,5,5,2,2,1,1,4,5,1
5233,2,4,2,5,1,5,5,1,5,4,4,2,1,5,5,5,2,1,5,1
5234,5,3,3,2,5,3,2,2,2,2,1,5,4,2,2,1,1,5,5,2
5235,1,1,5,4,2,4,4,1,4,5,2,2,1,3,3,4,2,1,4,3
5236,1,1,2,1,5,5,5,1,5,5,2,1,1,1,5,3,1,4,5,1
5237,2,3,1,1,5,1,1,5,1,2,2,1,2,1,5,2,1,4,5,2
5238,5,5,3,1,5,3,1,5,3,5,1,5,5,1,5,1,1,5,5,5
5239,2,2,4,4,4,3,2,4,5,4,3,3,2,4,3,4,3,3,4,1
5240,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
5241,1,5,5,1,3,4,4,3,5,5,5,5,1,1,1,4,1,4,1,1
5242,4,5,4,2,2,1,1,2,4,2,2,5,2,5,3,2,3,2,5,3
5243,3,5,1,2,5,1,1,4,4,2,4,5,2,1,5,1,3,5,5,3
5244,1,1,2,1,4,4,4,2,5,3,1,5,1,4,5,2,1,4,5,3
5245,5,5,1,1,3,1,1,4,2,1,1,5,3,1,4,1,3,3,5,5
5246,5,5,1,1,5,1,1,1,1,1,1,5,5,1,4,1,1,5,5,1
5247,1,1,4,5,1,4,1,1,5,5,2,1,1,5,1,5,5,1,1,1
5248,4,5,1,2,5,2,2,1,1,1,2,4,5,1,5,1,1,3,5,1
5249,2,4,5,1,4,1,2,2,4,2,1,4,2,1,3,5,2,5,4,3
5250,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
5251,5,3,4,4,5,4,2,1,3,5,1,5,5,1,5,2,1,5,5,5
5252,5,3,4,1,5,1,1,4,4,2,1,4,1,2,4,1,2,5,5,1
5253,2,2,3,2,2,4,4,4,5,4,4,2,3,2,3,4,3,2,3,1
5254,4,4,1,1,4,1,3,5,3,4,1,5,2,1,1,3,1,4,5,5
5255,3,5,2,2,2,1,2,2,3,1,1,4,1,1,1,4,2,4,1,5
5256,2,1,5,4,2,5,5,5,5,5,1,2,1,2,5,2,2,1,5,1
5257,4,4,5,1,4,5,2,5,5,5,1,4,1,5,4,1,4,5,5,1
5258,2,2,3,4,2,4,2,2,5,3,3,2,1,4,4,4,2,3,5,1
5259,5,4,2,1,5,2,2,5,2,2,1,5,5,1,5,2,1,4,5,2
5260,4,4,3,3,4,2,1,3,4,4,1,4,1,3,2,1,2,5,5,1
5261,5,4,2,4,4,2,1,4,4,2,1,5,2,2,4,1,1,5,5,2
5262,2,4,4,5,1,4,2,2,5,3,1,4,4,4,5,3,3,3,5,1
5263,2,4,4,2,5,3,1,1,5,2,1,5,2,1,3,2,1,4,5,4
5264,2,2,3,4,4,4,2,2,4,4,2,3,3,2,3,4,3,3,4,2
5265,1,2,3,5,2,3,2,2,5,2,2,1,2,4,3,2,5,1,4,1
5266,5,3,1,1,3,1,1,2,3,1,1,5,1,3,3,1,1,5,5,1
5267,4,4,5,3,3,4,5,3,5,5,1,3,2,2,2,5,4,3,3,1
5268,1,2,1,3,2,2,1,3,5,3,2,3,1,1,4,4,3,4,4,2
5269,5,5,5,1,5,1,1,5,3,1,2,5,5,1,5,1,2,5,5,5
5270,3,2,3,3,4,1,1,5,1,4,1,4,4,1,3,1,1,4,5,4
5271,4,1,3,4,2,3,2,4,5,2,2,3,1,1,3,4,2,4,5,1
5272,4,4,1,2,5,1,1,5,1,1,1,5,5,1,5,1,1,1,5,5
5273,4,3,5,4,4,4,5,4,5,5,2,2,3,3,3,5,5,3,4,1
5274,2,3,1,3,2,5,5,1,5,5,4,1,1,3,4,5,3,3,3,1
5275,4,4,4,3,3,5,4,4,5,4,2,4,2,3,4,2,2,3,4,1
5276,5,1,2,1,4,4,4,4,5,5,1,2,3,1,1,1,2,2,5,1
5277,1,2,5,4,1,5,5,1,5,5,4,5,1,3,4,5,5,1,5,1
5278,1,3,3,4,5,4,4,5,4,2,1,5,2,1,2,3,1,5,4,3
5279,2,2,4,3,2,3,2,4,2,4,3,4,2,4,4,1,3,4,4,3
5280,5,1,1,4,5,1,2,2,3,4,1,3,3,1,4,4,2,2,1,2
5281,3,3,4,3,2,3,4,2,5,4,1,5,1,4,5,3,3,2,5,2
5282,1,3,4,5,3,4,4,4,5,4,1,4,4,3,3,2,1,4,5,1
5283,5,5,1,4,5,2,1,5,3,1,1,4,5,1,5,1,1,4,5,1
5284,1,3,3,1,4,1,1,4,4,3,1,2,2,1,5,1,1,5,1,1
5285,5,5,1,1,5,1,1,5,1,1,1,4,5,1,5,5,1,5,5,4
5286,5,5,1,1,5,2,1,5,5,1,1,5,5,1,5,1,5,5,5,1
5287,3,4,3,1,4,2,1,4,3,4,1,3,4,1,4,5,1,2,5,1
5288,5,4,1,1,5,1,1,5,2,1,1,5,4,2,4,4,1,5,1,5
5289,5,1,1,1,4,1,1,5,1,5,1,5,5,3,1,1,1,5,5,4
5290,4,4,3,4,2,5,2,4,5,5,2,2,5,3,4,4,2,3,4,1
5291,5,2,2,4,4,3,2,3,4,4,4,3,1,5,4,5,3,1,1,1
5292,2,4,3,1,3,1,1,5,5,1,1,5,1,1,5,1,3,2,5,3
5293,4,3,5,4,3,5,5,4,5,5,2,2,3,5,3,5,1,2,4,1
5294,4,2,5,4,1,4,4,1,5,2,2,1,1,3,5,4,1,2,5,4
5295,5,2,4,3,4,2,2,3,4,2,1,4,5,1,2,4,1,4,5,3
5296,2,5,2,4,4,2,2,1,5,2,3,5,3,1,4,4,1,5,5,1
5297,1,1,5,2,4,1,2,4,5,5,1,5,1,1,5,1,1,5,4,3
5298,2,4,2,3,4,5,1,1,5,4,2,5,1,3,3,5,3,4,3,1
5299,5,2,2,1,5,2,1,4,2,1,1,5,3,4,5,2,5,4,3,1
5300,5,5,5,2,5,2,1,1,5,1,1,5,5,2,5,5,5,4,5,1
5301,1,1,3,1,5,5,4,3,5,5,1,1,1,5,5,5,1,5,1,1
5302,1,1,5,1,5,5,5,3,5,5,1,3,3,1,4,1,5,4,1,1
5303,1,1,3,2,4,5,4,4,5,1,2,3,1,2,2,4,5,2,5,2
5304,5,5,4,3,5,3,1,4,4,2,3,4,1,1,3,2,3,5,3,4
5305,2,1,1,1,5,1,1,1,4,4,3,2,1,1,5,1,1,3,1,1
5306,3,3,1,1,5,1,2,3,3,3,1,5,5,1,5,1,1,5,4,3
5307,5,5,1,1,5,1,1,5,1,2,1,5,5,1,5,1,1,5,5,5
5308,4,4,2,3,4,2,2,2,4,2,2,3,2,3,5,2,3,4,4,4
5309,4,5,5,4,4,1,1,5,3,2,3,5,3,1,4,5,3,2,5,3
5310,3,4,4,4,4,4,2,4,3,4,4,4,4,1,5,4,3,5,3,5
5311,5,2,5,4,4,3,2,2,5,4,2,3,1,4,3,5,3,4,5,2
5312,4,4,2,2,3,1,1,2,4,2,1,5,4,1,3,2,1,3,5,2
5313,2,1,3,4,1,2,2,3,5,3,2,2,1,3,3,3,5,4,3,1
5314,3,4,4,1,2,4,2,4,5,5,2,2,4,4,3,3,4,4,4,3
5315,5,4,4,3,5,3,2,5,4,3,2,5,5,1,2,1,4,3,5,3
5316,4,5,3,3,5,1,1,4,3,2,1,5,4,1,4,1,5,5,5,5
5317,3,5,1,4,4,1,2,5,1,1,1,4,3,3,5,1,2,5,5,1
5318,4,4,3,3,5,4,1,2,4,3,2,5,4,3,4,5,3,3,5,3
5319,5,5,2,2,5,1,3,5,4,3,1,4,2,3,3,1,1,5,5,5
5320,1,5,4,5,5,2,4,5,5,5,1,5,1,3,5,2,5,5,5,4
5321,5,5,1,1,5,1,5,5,1,1,1,5,5,1,5,1,1,1,5,5
5322,5,4,3,2,4,2,4,5,4,4,1,5,4,2,3,1,3,3,4,2
5323,3,5,2,2,4,1,1,2,1,1,2,4,1,1,5,1,3,5,5,2
5324,3,1,4,5,4,4,1,1,5,3,1,2,1,3,4,5,3,5,5,1
5325,3,4,4,3,2,2,4,2,5,5,4,5,2,1,4,1,2,3,1,2
5326,5,5,4,1,4,2,1,4,3,1,1,5,5,1,5,2,1,5,2,2
5327,1,1,5,5,1,5,5,1,5,5,1,1,1,1,5,5,1,1,5,1
5328,2,3,3,1,2,3,1,4,5,4,1,4,5,2,3,1,1,4,5,1
5329,1,3,4,5,1,2,1,4,5,4,3,1,4,2,3,4,2,4,2,4
5330,1,4,3,3,4,4,1,4,3,3,1,3,1,1,3,1,3,2,4,3
5331,2,4,3,2,4,1,2,1,4,4,2,4,3,2,2,3,1,4,5,4
5332,4,4,1,2,4,1,1,2,2,2,3,5,4,1,4,1,3,3,5,4
5333,4,3,2,4,5,1,2,3,3,1,1,5,4,2,5,1,2,3,5,3
5334,3,2,4,4,3,5,4,2,5,5,2,4,1,3,3,5,4,2,4,1
5335,5,5,2,4,5,1,1,4,3,2,1,5,5,2,5,3,1,4,5,2
5336,3,4,2,1,2,1,2,1,4,4,1,4,4,3,4,1,5,4,5,1
5337,1,1,5,4,2,4,4,1,5,5,4,5,2,5,1,4,4,4,5,1
5338,5,1,1,1,5,5,2,5,5,5,1,5,5,1,5,2,2,5,5,5
5339,5,4,2,2,5,1,1,3,4,3,1,5,3,1,4,2,1,3,4,2
5340,5,4,4,4,5,3,2,4,2,5,2,1,4,5,4,4,5,4,5,2
5341,4,4,4,1,3,2,2,5,3,4,1,2,5,1,2,3,2,4,5,2
5342,5,5,2,4,5,2,2,4,5,5,1,5,5,4,4,4,4,5,5,1
5343,4,1,1,4,4,2,1,4,4,2,1,5,4,4,4,5,2,4,5,2
5344,1,2,4,5,2,4,4,1,4,5,3,1,1,4,3,3,3,2,1,1
5345,4,2,4,3,4,2,2,4,4,2,2,2,4,2,1,2,2,2,3,1
5346,5,5,1,3,4,1,1,5,1,1,3,4,5,3,4,1,3,5,3,4
5347,5,5,1,1,4,1,1,4,1,1,1,5,5,1,5,1,1,5,5,4
5348,5,2,1,1,5,1,1,4,4,2,1,5,2,4,3,1,1,5,5,5
5349,3,3,2,1,4,1,1,3,3,3,1,4,3,1,3,1,3,2,4,2
5350,5,5,5,2,3,2,5,4,5,5,2,5,5,2,5,4,1,4,4,4
5351,3,1,3,4,4,2,3,1,4,3,3,4,2,3,2,4,3,2,4,1
5352,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
5353,3,2,5,1,5,2,2,4,4,3,1,3,5,1,4,3,3,3,5,4
5354,5,5,1,1,5,3,1,2,3,5,1,5,1,1,5,1,1,5,5,1
5355,3,3,2,4,4,2,1,1,5,2,1,1,2,1,4,3,4,4,5,2
5356,2,1,2,3,4,4,4,2,5,4,3,2,4,1,3,2,3,2,1,1
5357,1,1,5,5,4,1,1,5,5,5,1,1,5,5,5,5,5,1,5,1
5358,5,5,1,1,4,1,5,5,5,5,1,5,5,1,5,1,1,4,5,5
5359,5,2,4,1,5,2,4,4,4,4,2,5,4,3,4,1,2,5,5,4
5360,1,2,2,5,4,4,1,1,4,2,1,1,1,2,1,5,2,5,4,1
5361,4,5,2,1,5,2,1,3,4,2,2,5,4,2,4,4,2,4,5,2
5362,3,3,3,3,4,2,1,4,3,3,1,5,2,2,4,1,1,5,5,1
5363,5,3,1,1,4,1,1,4,2,1,1,4,4,1,4,1,2,5,5,1
5364,5,5,2,1,5,3,4,4,3,4,3,5,1,2,4,2,1,4,5,4
5365,3,1,2,5,1,2,2,2,5,1,4,2,1,4,1,5,2,1,5,1
5366,1,1,3,4,2,5,4,1,5,2,3,3,1,3,3,3,4,1,5,1
5367,2,4,2,4,2,2,2,1,4,4,2,4,4,3,4,2,2,4,4,1
5368,1,1,4,2,4,2,4,2,5,5,1,4,1,1,4,2,4,1,5,1
5369,3,1,4,5,1,4,2,2,5,5,5,1,1,5,2,5,5,1,5,1
5370,3,1,2,5,1,3,2,1,5,5,4,1,1,5,1,5,5,2,3,3
5371,1,1,1,4,2,5,2,2,5,5,2,2,4,2,1,4,3,4,5,2
5372,5,5,2,2,4,1,1,3,2,1,1,5,4,1,5,4,1,4,5,3
5373,3,5,1,1,5,1,5,5,1,1,5,4,5,3,1,1,1,2,4,1
5374,5,5,1,3,4,1,1,5,4,1,1,5,5,3,5,3,1,4,5,3
5375,5,3,4,1,5,4,3,5,3,2,2,5,4,3,5,1,2,5,5,4
5376,1,4,3,5,4,4,5,4,5,5,3,1,1,5,2,5,4,1,2,1
5377,5,4,1,1,5,1,1,5,1,1,1,5,5,1,4,1,1,5,5,5
5378,5,1,4,2,3,5,5,4,4,4,3,4,2,1,2,5,2,1,3,1
5379,1,1,5,5,1,3,3,1,5,1,5,4,4,5,1,5,5,1,1,1
5380,5,1,1,2,5,5,2,4,5,1,1,1,2,2,1,4,1,4,5,1
5381,4,4,4,1,5,2,2,5,5,5,1,2,2,2,4,2,3,3,5,1
5382,5,5,2,1,5,1,5,1,3,1,1,5,3,1,5,2,4,3,3,4
5383,4,2,2,2,4,2,1,4,4,2,1,5,5,1,2,1,2,3,5,3
5384,5,4,2,4,4,5,1,5,5,5,4,4,1,1,3,5,1,2,5,5
5385,5,4,4,4,4,5,2,1,4,3,2,5,5,5,4,4,1,5,5,2
5386,3,4,1,1,4,5,1,2,3,3,1,2,3,1,4,5,1,2,5,1
5387,4,1,5,1,5,3,4,2,5,5,1,5,5,2,1,1,4,4,5,4
5388,4,5,1,3,3,1,1,5,2,3,1,5,4,1,5,3,1,4,5,3
5389,5,2,4,5,3,4,5,1,5,5,1,5,4,1,1,5,4,4,5,3
5390,5,5,2,1,5,2,2,5,4,1,1,5,5,3,5,4,1,3,5,1
5391,5,2,1,1,4,1,1,1,3,1,1,4,2,1,5,1,1,1,5,1
5392,2,1,2,3,1,5,2,2,5,5,1,2,1,3,3,2,5,4,4,3
5393,5,2,1,1,5,1,1,2,1,1,1,5,4,1,3,1,1,2,1,3
5394,5,5,1,4,4,1,1,4,1,1,2,4,2,2,5,2,1,4,5,2
5395,1,1,5,5,1,5,5,1,5,5,5,1,1,5,1,5,1,1,1,1
5396,5,3,3,1,5,1,2,5,3,2,1,5,5,2,4,3,1,5,4,3
5397,4,4,2,3,5,1,1,4,5,1,2,5,5,2,4,1,1,5,5,4
5398,3,1,5,5,2,5,5,2,5,5,2,3,3,4,3,5,2,1,3,3
5399,1,2,4,4,1,5,3,3,5,5,4,1,1,2,1,5,2,3,3,1
5400,4,4,2,3,4,2,1,5,2,2,2,5,5,2,4,2,1,4,5,2
5401,3,4,4,3,4,3,3,4,3,4,2,4,4,3,3,2,3,4,5,4
5402,3,4,5,2,5,1,1,4,3,2,1,4,4,2,5,5,1,4,5,3
5403,5,5,1,1,5,1,2,5,2,1,1,5,5,1,5,1,1,5,5,5
5404,5,4,5,2,5,1,2,1,3,1,1,4,5,2,3,2,2,2,5,5
5405,3,1,1,5,2,1,1,5,1,1,1,5,5,1,5,1,1,4,5,1
5406,5,5,1,2,5,1,1,3,2,2,2,4,4,3,4,1,2,4,5,3
5407,4,5,4,2,4,3,2,3,3,3,1,5,3,2,2,2,2,4,3,1
5408,5,5,5,3,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5
5409,5,4,3,3,4,2,2,5,3,4,2,5,2,1,3,1,4,3,5,3
5410,5,3,2,2,3,1,1,5,3,4,3,5,4,3,4,4,1,4,5,1
5411,5,5,1,1,5,1,1,4,3,1,2,5,5,1,5,1,1,4,5,2
5412,2,5,4,3,4,1,2,4,5,3,1,2,1,1,4,2,1,4,5,1
5413,5,5,5,4,4,4,2,2,3,4,3,3,4,4,4,3,4,4,5,4
5414,2,4,2,4,4,2,1,4,4,2,2,4,2,4,5,2,3,4,5,1
5415,5,5,4,2,2,3,2,5,4,2,1,5,2,2,4,2,1,5,5,2
5416,4,2,5,5,4,5,2,4,5,5,2,5,1,4,2,4,1,4,5,1
5417,2,2,2,3,2,3,2,2,5,4,2,2,1,4,4,2,2,4,5,2
5418,1,2,5,2,3,4,2,4,2,5,5,5,1,3,4,5,5,5,5,1
5419,5,5,2,2,5,4,1,5,3,2,1,5,4,1,5,2,1,5,5,3
5420,1,1,3,5,3,1,1,1,5,3,1,1,4,5,3,5,2,4,5,1
5421,3,2,3,3,1,2,1,1,4,2,2,4,1,4,5,2,3,4,5,1
5422,2,3,3,1,2,4,1,3,3,3,1,5,5,1,5,1,5,4,5,1
5423,4,4,2,3,3,5,3,1,3,3,1,5,4,3,5,1,2,2,5,4
