,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A
36096,2,3,3,2,2,2,2,1,3,1,3,4,4,2,3,3,1,2,5,1
40630,5,4,3,5,3,2,5,3,3,5,3,4,1,3,1,3,5,1,5,1
963,5,5,1,1,2,1,1,5,1,2,1,5,5,1,3,2,1,5,5,5
20573,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
69999,5,2,2,4,2,5,4,2,5,4,3,2,2,2,4,4,4,4,4,2
18598,2,4,4,3,2,4,2,2,5,4,1,2,3,3,4,1,2,4,5,1
52305,3,3,3,1,4,1,1,5,5,5,1,5,1,1,3,1,5,5,5,1
59695,4,5,5,2,5,2,2,4,2,1,5,5,4,3,2,2,4,4,5,5
40086,5,3,4,2,5,3,1,1,4,2,1,4,1,1,1,2,1,4,5,1
42928,5,2,5,4,4,4,4,4,5,4,4,4,2,3,2,4,4,2,4,1
49026,5,5,2,1,4,2,2,2,1,1,1,5,4,1,5,1,3,5,5,5
21670,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,5,5
23881,5,5,1,1,5,1,1,5,5,5,1,5,1,1,5,1,1,5,5,3
24943,5,3,1,1,5,1,1,5,2,5,1,5,1,1,1,1,1,3,5,5
44900,2,4,4,4,3,2,2,2,4,2,1,4,2,3,1,2,1,4,4,2
52549,4,5,1,1,5,1,1,5,1,2,1,5,2,1,4,2,1,4,5,3
47638,5,5,4,4,5,1,2,4,5,5,2,5,2,2,2,5,4,4,5,4
27111,5,4,2,1,2,1,2,5,1,2,1,5,4,3,3,4,1,3,5,5
42217,3,3,3,3,5,1,1,3,3,1,1,5,3,3,2,3,1,3,5,5
33597,5,5,4,1,5,1,1,5,2,5,1,5,5,1,5,4,2,5,5,2
6373,4,1,5,3,3,1,1,4,5,2,2,5,1,3,5,5,3,1,4,1
38344,3,4,3,3,4,4,2,3,4,4,3,4,4,3,3,5,3,4,5,2
8160,2,2,1,5,2,2,2,1,5,5,1,2,1,1,2,2,1,1,5,5
18215,4,4,1,2,5,1,1,4,1,1,1,5,4,1,3,2,4,2,5,3
63911,1,2,5,2,4,5,5,2,5,5,1,4,1,2,2,4,2,3,5,1
60333,3,2,2,2,4,2,2,4,3,2,1,5,1,2,3,1,1,3,5,2
33006,4,4,2,4,2,1,1,2,3,4,1,4,4,2,5,1,2,4,5,2
4066,4,4,3,2,4,2,2,5,2,2,1,3,3,1,2,4,2,2,4,3
52658,5,5,5,1,4,1,1,5,4,1,1,1,1,1,4,5,1,5,5,1
58171,3,2,2,5,5,1,1,3,5,5,2,3,4,1,1,1,1,2,4,4
11387,5,4,1,2,5,1,2,3,1,2,1,5,2,1,4,1,1,5,5,3
3524,2,4,1,3,3,1,2,4,5,5,2,5,1,1,3,2,4,1,5,2
25077,4,4,2,5,5,4,4,1,5,4,2,2,1,4,4,4,1,2,3,1
3425,5,1,1,1,4,1,1,3,3,3,1,1,1,2,3,3,2,2,5,1
6558,3,1,3,2,4,3,2,1,3,4,1,5,1,5,2,1,2,4,5,2
15666,1,3,3,3,1,5,4,1,4,5,2,3,1,3,2,2,4,2,4,1
56940,2,2,5,5,2,5,5,3,5,5,4,2,1,4,3,5,4,5,5,4
7538,2,2,4,4,3,3,3,4,5,4,2,2,1,2,4,1,4,2,5,1
63513,1,1,4,5,3,5,1,1,5,5,2,1,1,3,5,1,1,1,5,1
42202,2,3,3,3,2,2,2,4,2,4,2,5,1,2,3,3,2,4,4,2
37382,2,1,4,4,2,1,1,4,5,5,3,1,1,3,3,4,2,3,5,1
33980,5,4,1,3,4,1,1,4,3,2,1,4,3,1,5,1,1,4,4,4
24384,5,5,1,3,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
43661,2,5,2,2,2,2,1,5,3,4,1,4,5,1,5,1,3,5,5,4
51394,4,5,2,2,5,2,2,2,5,4,1,4,2,1,4,2,2,5,5,2
24056,5,4,2,2,2,2,1,3,2,2,1,4,2,2,5,2,3,5,5,2
18324,3,2,4,2,4,4,3,4,5,3,2,4,1,3,5,4,2,4,2,3
35444,5,5,1,1,4,1,1,5,2,1,1,5,4,1,5,1,1,5,5,5
39800,5,4,2,2,4,1,1,5,3,1,2,4,3,2,5,1,3,5,5,2
65396,5,1,5,1,4,4,1,4,5,5,2,4,5,2,5,2,1,3,5,3
68864,3,4,2,3,2,1,1,2,5,4,1,4,1,2,5,1,1,2,3,2
42518,2,3,2,3,2,4,2,4,3,4,1,1,4,2,3,2,2,2,4,1
73045,5,4,1,1,5,1,1,3,1,4,1,5,3,1,5,1,1,5,5,5
16703,1,1,5,3,5,5,5,1,5,5,4,2,1,5,1,5,5,1,2,1
47428,5,5,3,1,5,4,1,5,5,2,1,3,5,1,1,4,1,1,5,1
61544,5,5,1,1,5,1,1,3,1,1,2,5,5,1,5,1,1,5,5,5
57191,1,4,5,4,4,1,1,2,4,4,2,5,5,2,5,2,1,4,5,1
42090,3,5,2,2,5,2,5,4,5,1,2,5,5,1,3,4,2,3,5,1
15530,1,3,4,4,1,4,2,3,4,4,1,3,2,4,3,3,4,3,5,1
70272,5,2,5,3,5,5,2,4,5,5,3,1,1,3,4,5,5,2,5,3
10904,4,5,5,2,1,1,1,1,5,1,4,4,1,1,1,4,5,1,1,1
13977,4,4,2,2,4,2,2,2,2,2,1,5,4,3,4,2,2,4,5,4
20772,4,4,2,1,4,2,2,5,3,2,1,4,3,1,4,4,1,4,1,3
50641,5,5,4,1,5,2,1,5,1,5,2,5,3,3,5,1,3,5,5,4
46479,4,5,2,5,3,2,2,1,4,5,1,5,4,2,3,3,2,4,5,3
18417,2,2,3,3,4,2,3,4,4,2,1,5,3,2,4,2,2,4,5,3
46030,2,4,4,2,3,2,2,1,5,4,2,2,3,2,3,4,3,2,5,3
49282,5,5,1,1,5,2,3,4,2,1,1,4,4,1,5,3,5,5,3,1
42184,5,5,1,1,4,1,1,4,1,2,1,5,5,1,5,1,2,2,5,4
32757,1,4,3,5,1,2,5,1,5,5,1,4,1,5,4,1,4,2,1,1
10527,2,4,3,3,3,3,3,4,3,4,2,2,3,3,4,4,3,4,4,1
73376,2,4,2,3,4,3,2,2,4,2,2,3,1,2,2,2,3,2,5,3
12677,2,4,4,3,2,3,2,1,5,2,1,4,2,2,2,2,1,4,5,4
43282,5,2,3,2,3,2,1,5,1,3,1,1,5,1,4,3,1,5,5,1
47721,1,2,4,5,4,4,4,1,5,5,4,1,1,3,4,3,3,3,3,1
24247,5,4,3,1,5,1,1,1,1,1,1,5,5,1,4,1,1,4,2,5
24535,4,4,1,1,4,2,2,5,2,1,2,4,4,1,5,1,1,4,5,1
32653,1,1,3,4,1,4,4,2,5,5,3,2,1,2,3,4,3,1,4,1
64961,4,3,2,3,2,3,1,3,5,2,1,3,4,2,4,1,1,5,5,1
73197,5,2,2,2,4,2,3,3,4,4,4,4,1,2,2,2,1,5,2,1
48348,4,4,3,3,3,1,3,4,3,3,2,5,3,3,4,3,3,4,4,4
66140,2,4,1,4,4,4,1,2,4,4,1,2,1,1,5,1,4,5,2,2
19714,1,2,1,4,1,4,2,1,3,4,1,2,1,3,4,2,4,3,5,1
59706,5,5,1,4,5,1,1,2,1,1,1,5,5,1,5,2,1,5,5,2
21133,3,5,4,3,4,4,5,3,5,5,1,4,1,3,3,5,1,3,4,4
45185,4,2,5,2,4,3,3,4,5,5,2,4,4,1,1,1,2,5,2,2
54807,3,2,4,4,4,1,1,2,5,3,1,2,1,2,2,2,3,4,5,1
12544,2,5,2,4,4,1,1,2,3,2,2,4,2,3,4,2,2,5,5,1
60651,4,5,3,1,4,2,1,3,5,3,2,5,3,1,5,3,2,4,5,2
3047,1,1,5,5,1,5,5,3,5,5,1,3,1,3,1,5,4,2,1,1
57913,1,1,5,5,1,5,5,1,5,5,5,1,1,2,1,4,2,1,1,1
46177,2,2,4,1,5,2,5,1,5,5,2,1,1,4,1,2,3,2,4,2
13826,5,1,2,1,5,2,1,4,5,2,2,4,4,1,4,3,2,4,5,2
68354,4,2,2,1,2,4,2,2,5,4,2,3,2,3,4,1,2,5,5,4
7952,2,4,1,2,2,1,1,1,5,4,1,4,4,4,1,1,2,1,5,5
54249,4,5,1,1,4,2,1,4,3,1,1,4,5,1,3,1,1,5,5,4
26968,3,3,3,3,3,5,5,3,5,5,3,3,3,3,3,3,3,3,3,2
35796,5,4,2,1,4,2,2,4,2,2,1,5,1,1,5,1,1,3,3,5
63049,5,5,1,1,5,1,5,5,3,5,1,5,5,5,5,4,1,4,5,5
45326,5,5,2,1,5,1,1,5,1,2,2,4,5,1,5,2,1,5,5,4
22917,1,2,5,4,2,5,5,1,5,4,2,4,1,4,2,4,3,1,5,2
23805,3,2,3,1,2,1,3,4,4,2,3,2,4,2,1,1,1,5,5,1
66614,1,4,3,2,4,2,4,3,5,5,1,4,2,2,1,3,4,4,5,3
39496,3,3,4,3,3,3,2,2,5,5,4,2,3,3,4,3,2,4,3,1
25806,5,5,5,1,5,1,1,3,5,1,1,5,4,3,5,2,2,1,3,1
25961,5,4,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,4,2,5
59988,4,2,2,4,4,2,2,5,3,4,2,4,3,2,4,2,3,3,5,2
10305,2,4,5,4,1,2,1,3,5,2,1,4,2,2,4,1,5,5,5,2
33639,5,5,5,1,5,5,4,5,5,5,1,1,4,1,5,1,1,5,5,3
36303,2,4,3,1,2,4,2,4,4,4,2,2,3,1,3,4,2,4,3,4
55951,5,4,1,2,5,1,1,4,1,2,2,5,5,3,4,1,1,5,5,3
69141,2,1,3,1,2,4,1,1,3,4,2,1,4,1,3,1,1,5,5,1
21158,2,3,4,1,5,2,3,2,3,4,1,5,4,1,5,1,2,3,5,1
66046,5,5,4,2,5,1,1,5,2,5,1,1,1,2,5,5,1,2,5,1
7149,5,4,2,2,2,1,1,5,1,5,1,5,4,2,4,2,3,5,3,4
35319,4,4,2,2,4,2,1,2,5,4,2,4,2,1,4,2,2,4,5,4
10741,5,1,5,3,3,1,1,5,5,3,3,1,1,3,3,4,3,5,5,3
10034,5,3,1,3,5,1,1,4,2,2,1,2,3,1,2,2,1,3,5,3
41674,1,2,5,2,2,3,2,2,5,4,4,4,2,4,2,2,2,2,3,1
39692,3,3,3,3,4,3,2,2,4,3,5,1,2,3,4,1,5,5,5,1
1731,2,1,4,1,5,5,5,2,5,5,1,5,2,1,2,1,2,5,4,3
5712,2,4,3,4,2,2,2,2,5,4,1,3,1,2,4,2,1,4,5,4
54088,5,5,2,1,5,1,1,5,2,5,2,5,1,1,5,2,1,5,5,3
441,1,4,5,3,4,2,1,4,5,4,1,4,4,1,2,2,5,1,5,4
62488,5,5,1,1,5,2,1,5,2,2,1,5,5,1,3,1,1,5,3,4
10671,3,1,3,1,3,5,4,1,5,5,2,4,2,1,2,5,4,1,4,2
42270,5,4,1,2,5,1,3,4,4,3,1,5,4,1,1,2,1,1,5,3
8215,1,1,3,3,1,5,5,2,5,5,1,3,2,1,2,2,2,4,4,3
630,3,4,3,1,3,1,1,2,5,2,1,4,3,2,5,4,1,4,5,2
8959,4,2,1,4,4,1,2,4,3,5,1,2,2,1,4,5,4,3,5,1
44111,5,4,4,3,3,4,2,2,4,2,1,4,2,2,5,2,1,4,5,2
64794,1,1,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5
34152,5,5,2,2,5,1,2,5,2,1,2,5,4,1,5,1,1,5,5,5
49544,5,5,1,1,5,2,2,5,4,3,1,5,5,1,5,1,2,5,5,5
51223,4,4,3,2,4,2,2,4,5,2,1,4,5,5,4,4,2,1,5,4
65221,1,1,1,1,5,1,1,1,4,4,1,1,2,1,1,1,4,4,5,3
46399,5,4,3,2,2,5,1,5,5,5,1,5,4,1,2,3,4,3,2,5
8492,1,3,4,3,1,4,2,4,4,5,2,1,2,1,3,1,2,2,3,1
14365,1,3,3,5,2,5,5,4,5,3,2,3,2,4,3,5,3,1,3,2
48763,5,5,2,4,5,5,5,5,5,2,1,4,5,1,5,5,1,5,5,5
57429,1,1,5,5,1,2,4,1,5,4,4,2,1,4,2,5,1,1,1,1
35731,1,1,5,3,2,5,2,1,5,5,2,4,1,2,1,2,3,2,1,1
26972,4,5,3,1,5,4,3,3,2,2,1,5,5,1,2,2,2,5,5,3
25679,5,5,3,1,5,4,1,5,2,2,1,5,5,1,5,3,1,5,3,5
24645,3,4,3,2,3,2,4,4,2,2,2,4,4,3,3,3,4,4,4,5
37109,3,3,2,2,4,2,1,3,3,4,1,2,2,1,5,3,1,5,5,1
53729,1,4,1,3,4,5,5,2,5,5,3,1,1,1,3,5,2,3,5,2
21145,5,4,1,2,5,2,5,1,2,4,1,5,1,1,4,3,1,1,5,4
2298,1,2,2,1,2,2,3,1,5,5,1,3,1,1,1,2,4,2,5,1
47623,5,5,1,3,5,2,5,5,5,1,1,5,5,4,5,1,1,5,5,5
17264,4,2,2,4,3,2,1,2,5,5,2,3,5,2,2,1,5,2,5,4
771,4,5,2,1,5,5,1,4,2,1,1,5,5,2,5,2,3,5,5,2
30148,4,2,1,2,5,2,2,2,2,2,1,2,2,3,5,2,3,2,5,2
62673,5,5,5,1,1,1,1,1,1,5,1,5,1,1,1,5,5,5,1,1
14600,2,4,2,4,4,1,1,4,5,2,1,4,1,5,2,4,1,5,5,1
64582,3,2,4,5,3,2,1,4,5,5,2,1,1,3,3,5,3,5,5,1
4421,5,4,2,3,3,1,1,3,4,3,4,4,5,3,3,4,3,4,5,4
36258,1,1,5,1,4,1,1,5,3,5,1,1,5,1,1,1,3,5,5,1
54439,2,2,2,4,2,4,4,2,5,4,2,2,2,4,2,5,4,2,2,2
29039,5,3,5,5,3,3,2,1,5,1,3,5,1,2,4,2,1,2,3,1
10445,1,1,3,5,2,2,2,1,5,4,2,1,2,3,2,5,5,1,4,1
23101,1,3,1,5,5,1,1,2,5,1,3,3,1,4,5,5,1,5,4,4
32517,4,5,1,1,5,4,1,2,2,2,1,5,1,1,4,4,3,5,5,4
5169,3,4,3,2,4,2,2,4,4,3,3,4,4,2,4,2,2,4,5,3
24666,5,4,3,3,5,2,5,2,5,2,1,3,5,4,5,2,3,5,4,5
31275,4,4,5,4,5,5,3,5,5,5,2,4,5,5,4,5,3,5,3,5
66355,5,5,1,4,5,1,1,5,1,1,1,5,4,1,5,1,5,5,5,5
16156,2,4,4,4,2,2,2,2,3,2,1,4,2,2,4,2,4,2,5,1
20007,1,2,4,4,5,4,4,2,5,5,1,4,1,1,1,2,5,4,1,3
27103,5,4,2,1,5,2,2,2,2,2,1,5,4,2,5,3,3,5,5,4
66941,4,4,1,2,4,1,1,2,3,3,4,5,4,1,4,2,1,4,5,1
26777,4,4,2,3,5,2,3,3,3,4,3,5,2,1,3,1,3,4,2,5
57345,2,2,5,2,2,4,2,4,5,2,2,5,4,2,2,2,4,2,2,1
60453,5,5,3,1,5,2,2,4,3,2,1,5,5,1,5,1,2,4,5,3
27586,1,1,5,5,2,5,4,1,5,5,5,1,1,2,3,5,2,1,4,1
70092,3,4,5,4,1,5,5,2,5,4,4,1,1,5,1,5,1,1,5,1
61549,5,5,1,2,3,1,1,2,5,5,4,1,4,3,5,1,3,4,5,4
25043,5,5,1,1,5,1,1,5,1,1,1,1,5,1,1,1,1,5,5,5
50507,5,5,2,1,5,1,1,5,1,2,1,5,3,1,3,1,1,5,5,3
6821,1,1,3,3,4,5,3,3,5,5,1,4,1,3,3,1,3,4,5,3
8874,5,5,1,1,5,1,1,5,1,5,1,5,5,1,3,3,1,5,5,1
1272,5,4,1,2,4,1,1,4,2,2,2,4,4,2,4,2,2,3,4,5
40537,4,4,5,1,3,1,1,5,5,3,1,5,4,1,5,1,3,4,5,1
41180,1,4,4,5,1,2,2,1,5,2,2,2,1,5,5,2,1,1,3,1
37630,1,2,4,4,3,4,2,1,3,3,1,1,3,4,4,1,2,4,5,1
65492,5,5,2,2,5,2,3,3,4,4,1,5,4,3,4,1,2,4,3,4
47254,4,3,4,2,2,4,2,3,5,4,1,4,2,2,2,4,3,4,5,3
17012,2,2,5,5,3,4,2,1,5,5,5,2,1,4,3,5,2,3,5,1
69282,5,5,2,4,5,1,1,5,5,1,1,5,1,1,5,4,1,5,5,5
3997,4,5,3,5,1,5,4,1,5,3,1,5,4,2,1,5,5,4,5,1
34024,2,1,4,2,3,3,3,1,5,5,1,2,3,1,4,4,1,4,4,1
56435,1,1,1,5,1,1,1,2,5,1,1,4,1,2,1,1,1,5,5,1
62206,5,3,2,2,3,2,1,5,4,3,2,5,3,2,5,4,1,4,5,4
24924,4,4,2,2,5,1,1,2,1,4,2,5,3,2,2,1,4,4,4,5
24975,4,4,2,3,3,1,1,2,4,3,1,5,4,1,3,2,1,4,5,1
72347,1,2,5,3,3,4,4,2,5,4,1,4,1,3,1,2,2,2,5,1
63100,5,5,3,4,1,1,2,2,2,4,1,2,5,1,5,3,4,4,5,5
7979,4,4,2,2,4,4,2,2,4,4,3,3,1,1,4,3,3,4,4,1
29515,4,2,3,3,3,2,3,3,5,3,4,4,1,3,4,4,2,4,5,1
59227,5,5,3,1,4,1,3,4,2,3,1,5,4,1,2,2,2,3,5,5
14831,3,4,5,2,4,5,5,4,5,5,1,2,3,1,1,1,1,4,5,5
46844,3,4,4,4,5,5,5,3,5,3,2,1,3,3,5,5,3,3,4,5
27439,3,1,4,4,3,3,3,2,4,5,3,2,3,4,5,5,1,2,5,1
51099,4,1,5,3,4,5,2,2,5,5,1,1,1,2,1,5,3,4,4,1
30504,5,5,1,2,5,1,1,5,1,1,1,1,5,1,5,5,1,5,5,3
39864,2,4,2,1,2,2,1,4,5,3,1,4,2,1,4,2,1,4,3,1
65907,3,5,1,2,4,1,2,1,3,5,1,5,4,1,5,1,5,5,5,4
6205,4,2,3,2,3,1,1,2,1,1,1,5,4,2,4,2,1,5,5,5
64397,1,2,2,5,4,4,4,2,5,5,2,2,2,4,5,2,4,2,5,2
37512,3,3,3,2,3,4,2,3,4,3,3,2,3,1,3,1,2,5,5,1
18107,5,4,5,5,1,2,1,2,2,1,2,4,4,2,5,5,2,4,5,5
42830,5,5,3,1,2,3,1,5,3,4,1,5,4,2,5,5,2,5,5,1
52915,2,1,4,5,5,2,2,1,5,5,1,2,1,5,2,2,2,2,2,1
55944,1,2,5,2,2,4,4,1,5,5,1,2,1,1,1,5,2,4,5,1
399,4,1,4,1,2,4,2,1,5,4,1,5,1,1,1,1,3,1,5,1
10477,5,3,4,4,4,4,2,2,3,3,1,4,4,1,4,4,5,5,1,1
9249,5,5,5,3,4,4,3,2,1,5,1,5,3,1,5,3,5,5,5,1
24023,1,2,4,4,1,4,2,1,5,5,1,4,4,3,2,1,1,4,5,4
41364,5,3,2,2,5,2,1,3,4,2,1,5,2,3,3,1,1,5,5,2
22324,3,3,1,3,3,1,1,4,3,2,1,4,2,4,5,5,2,4,5,4
9981,5,4,1,1,5,1,1,5,1,2,1,4,4,3,5,2,1,5,3,2
70801,1,1,5,3,5,5,5,1,5,1,4,1,1,4,4,5,5,2,5,1
48738,3,4,4,3,4,3,3,2,3,2,1,4,5,3,3,2,2,3,5,3
28609,5,4,2,4,4,1,1,5,4,2,1,4,2,2,4,1,5,4,5,2
46965,1,1,4,5,2,5,4,1,5,5,1,1,1,3,1,4,4,2,4,1
71173,4,5,1,2,5,3,1,5,4,4,3,5,2,1,2,5,1,1,5,4
34334,2,3,5,4,3,3,3,4,5,5,2,4,2,3,2,4,2,2,4,2
7029,3,5,2,2,5,1,1,4,2,2,1,4,4,2,5,1,1,3,5,1
25648,3,1,5,5,1,4,4,1,5,5,5,1,1,5,5,5,1,1,1,1
35243,5,4,1,1,5,1,3,5,5,1,1,5,4,1,4,1,1,5,1,1
67690,1,5,1,1,4,1,1,5,1,1,1,5,5,1,5,1,1,5,5,4
128,2,5,4,1,5,2,1,2,5,5,1,5,1,1,4,5,1,5,5,1
39333,3,4,3,1,5,1,1,5,3,4,1,5,5,2,1,1,5,5,5,5
64059,4,4,5,4,5,5,5,3,5,3,2,4,4,3,3,3,3,5,5,4
4346,2,5,1,1,5,1,1,5,3,5,1,5,4,1,5,1,4,4,5,3
4665,5,3,1,1,4,1,1,4,2,2,1,2,2,3,4,2,4,3,5,4
30823,1,1,1,5,4,3,2,1,4,4,3,2,1,4,1,5,3,2,5,1
67937,5,4,4,5,5,1,2,4,4,1,1,4,5,1,3,1,5,4,5,3
24301,5,5,1,1,5,2,1,3,3,2,1,5,5,1,4,2,1,5,5,5
21879,3,4,3,4,2,5,3,1,5,3,3,1,2,3,3,4,3,3,5,1
70507,3,2,3,5,3,3,1,1,4,4,1,2,2,3,4,2,2,5,4,2
380,5,4,4,4,5,1,1,5,2,5,5,4,2,2,5,3,1,4,5,3
32584,4,4,2,2,4,2,2,3,2,2,1,4,4,2,5,1,5,5,5,3
19387,4,2,1,2,5,1,1,2,2,2,1,5,4,2,4,1,4,2,4,4
9248,2,3,2,4,1,1,1,4,5,2,2,2,2,4,2,2,1,2,5,4
25693,4,5,4,1,5,2,2,5,4,2,1,5,2,2,2,2,1,5,3,1
16437,5,5,1,1,5,1,1,4,2,1,1,5,5,2,5,4,5,5,5,2
9239,1,3,4,3,2,3,3,1,4,4,3,3,1,4,3,4,5,5,5,1
31286,5,5,2,4,5,1,1,4,4,1,1,4,4,4,5,4,1,5,5,4
34751,5,5,5,1,1,1,5,5,5,1,1,5,1,1,5,1,5,5,5,5
15013,1,2,1,5,1,1,1,2,5,4,1,5,2,4,4,4,2,1,5,1
65805,1,3,3,4,2,4,4,1,3,5,2,3,2,1,1,3,3,2,1,1
43900,2,4,1,2,4,5,5,1,2,2,1,1,2,2,2,3,5,5,3,1
66134,4,4,4,2,4,4,2,4,2,3,1,4,2,2,3,3,2,3,5,2
61304,5,4,1,1,5,2,2,5,3,3,1,5,3,2,3,2,1,5,5,5
8790,5,5,2,4,4,1,1,3,2,1,1,5,2,1,4,1,1,4,5,4
49088,5,5,2,2,5,1,2,5,5,2,1,5,5,1,5,1,1,4,5,5
21838,1,1,5,2,5,3,5,1,4,4,1,5,1,3,5,1,2,5,5,1
23839,1,2,2,4,1,4,4,4,4,5,2,1,1,2,2,1,2,1,3,1
3350,4,1,4,5,4,2,2,1,5,2,1,4,2,5,4,5,4,4,1,1
40249,1,2,1,4,2,2,2,3,5,3,2,1,4,2,2,1,3,1,4,1
58803,3,1,5,5,1,4,1,1,5,5,1,3,1,5,1,1,1,1,5,1
65126,5,1,1,1,4,5,1,5,5,5,1,2,4,1,1,1,5,5,5,5
49022,3,1,1,4,5,1,1,3,3,2,2,3,1,1,3,1,1,4,5,1
66827,2,4,1,1,4,4,1,1,4,3,1,1,1,1,4,2,3,4,5,1
72387,4,1,2,4,5,4,4,2,5,4,3,4,1,4,4,3,3,5,5,1
73173,5,4,5,4,1,5,1,1,5,3,4,3,3,4,4,3,3,5,5,4
20980,4,5,1,2,5,1,1,4,4,3,1,5,3,4,5,1,2,4,5,1
696,1,2,2,2,2,2,1,1,3,5,1,2,1,2,1,2,1,1,5,1
21255,3,2,5,4,1,4,2,1,5,5,3,1,1,4,2,4,4,1,1,1
26817,2,3,4,4,2,5,5,2,5,5,3,2,1,3,1,4,2,2,3,1
40108,5,5,2,4,4,2,1,3,2,1,3,2,3,1,5,4,4,5,5,2
39058,3,4,2,2,1,1,2,1,5,4,1,1,4,2,4,2,1,5,5,1
14181,5,4,5,4,4,1,1,2,4,2,4,4,4,4,5,2,3,5,5,1
62346,5,5,3,3,5,4,3,5,3,5,1,5,5,4,5,3,3,3,5,4
8618,5,5,1,1,5,1,1,4,1,1,1,5,5,1,4,2,2,5,5,5
5862,4,2,3,1,5,2,2,3,3,2,1,4,2,1,4,1,2,3,4,4
67735,2,5,4,3,4,2,2,4,4,4,3,5,1,1,3,4,2,3,2,4
73401,4,5,1,2,2,1,1,2,2,2,1,4,4,2,5,1,2,4,5,4
253,5,5,4,1,4,1,1,5,2,1,1,5,4,1,3,4,1,4,5,3
51385,2,3,1,2,3,4,1,4,3,3,3,1,3,2,4,4,3,2,5,2
48364,5,5,2,3,5,3,2,5,3,2,2,5,4,1,5,1,1,4,5,1
53812,1,2,2,3,3,2,1,1,5,2,1,2,2,1,3,2,3,5,4,1
64676,2,1,4,4,1,4,2,4,5,4,2,4,1,2,2,5,5,1,1,1
4103,4,5,1,3,4,1,1,5,2,1,1,5,4,1,4,1,2,5,5,3
68061,1,2,2,5,1,4,4,1,5,5,3,1,1,2,1,2,5,2,4,4
23585,3,2,1,2,3,2,1,4,5,3,1,4,3,3,2,3,2,4,5,4
63913,2,1,1,3,4,1,1,4,5,2,1,4,4,1,4,1,1,5,4,1
53631,5,4,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,4,5,4
26136,1,3,4,5,2,4,5,3,4,5,3,2,1,1,4,1,1,3,3,1
61559,5,5,2,2,4,2,2,5,2,5,1,5,4,1,5,1,1,5,1,3
32015,2,2,3,4,3,4,3,4,5,5,4,1,1,4,4,5,2,1,5,2
10571,4,5,3,1,4,2,1,3,4,3,2,4,4,2,2,3,5,4,5,4
37228,1,1,5,3,2,4,2,4,5,5,2,1,1,3,2,2,2,3,5,1
40391,2,1,4,4,4,4,5,1,5,5,4,1,1,4,4,4,1,1,5,2
26354,4,5,3,3,2,1,1,4,3,2,1,1,1,2,5,2,4,5,5,2
24277,5,4,1,3,4,1,1,4,2,1,1,5,2,1,4,1,2,5,3,4
55344,4,1,3,3,4,5,2,1,5,5,2,4,1,2,3,4,1,2,5,1
51961,1,4,4,3,2,5,4,4,5,5,1,3,2,3,4,4,4,2,4,1
20401,5,5,3,2,5,1,2,2,2,1,1,3,4,3,5,1,2,4,5,3
65448,1,1,1,4,1,4,3,1,3,5,4,1,1,4,4,2,5,3,1,1
4160,4,2,2,4,1,3,4,2,5,2,4,4,2,4,4,2,2,2,3,3
60381,5,5,1,1,5,3,1,5,3,5,1,5,1,1,5,5,1,5,5,4
22037,5,5,1,2,4,4,2,2,2,2,1,4,4,2,4,1,4,4,5,4
23578,1,1,4,1,4,4,4,4,5,4,4,5,2,1,3,1,4,4,4,1
71181,1,4,5,3,2,4,3,2,5,5,3,5,1,1,4,5,1,1,5,1
65847,5,4,2,1,4,2,1,1,3,5,1,5,2,2,1,1,2,4,5,1
14565,3,3,3,4,4,2,1,4,5,4,2,4,4,3,2,4,2,3,5,3
42113,5,4,4,4,4,5,5,2,5,2,1,2,1,2,1,4,2,2,1,1
55070,2,3,1,5,4,1,1,4,5,4,2,4,5,4,4,5,2,5,5,1
68593,5,5,1,3,5,1,1,5,3,1,1,5,5,3,5,1,3,5,3,3
31608,2,4,4,4,2,1,1,4,5,4,3,2,1,4,4,4,1,2,5,1
15252,2,1,2,1,1,3,3,1,5,4,2,5,2,2,2,4,4,2,5,2
39837,4,1,2,3,4,2,1,1,4,2,3,4,2,2,2,2,1,5,5,1
53302,4,2,3,2,4,2,4,2,5,1,2,5,2,3,1,3,3,2,2,2
11515,4,1,1,4,1,1,1,5,4,5,1,1,4,1,5,1,1,5,5,1
12256,2,4,2,2,5,2,1,3,4,2,1,5,5,1,5,1,1,5,3,2
12141,4,5,1,2,5,4,2,5,5,1,1,2,5,2,4,4,4,5,5,1
6166,4,4,2,4,2,2,2,3,2,5,1,4,2,2,4,2,2,4,4,4
71781,2,4,2,3,5,4,3,4,3,5,3,4,2,1,3,4,5,4,1,1
7678,5,1,1,5,5,2,2,1,5,2,2,5,1,2,4,1,5,2,5,1
27328,1,1,1,2,5,2,1,4,1,2,1,1,1,1,1,2,1,1,5,1
56379,3,3,5,4,2,3,1,1,5,4,2,1,1,2,3,2,3,3,4,1
